-DOCSTART- -X- -X- O
did VBD O O
not RB O O
explain VB O O
difference NN O O
between IN O O
given VBN O O
options NNS O O
. . O O
As IN O O
previously RB O O
stated VBN O O
of IN O O
mathematically RB O O
calculate VB O O
payments NNS O O
. . O O

o IN O O
are VBP O O
informed VBN O O
than IN O O
consumers NNS O O
as IN O O
of IN O O
works VBZ O O
for IN O O
commercial JJ O O
bank NN O O
. . O O
Even RB O O
then RB O O
had VBD O O
trouble NN O O
with IN O O
documents NNS O O
is VBZ O O
baffling VBG O O
that IN O O
received VBD O O
guidance NN O O
from IN O O
loan NN O O
officer NN O O
. . O O

were VBD O O
denied VBN O O
secure NN O O
way NN O O
send VB O O
documents NNS O O
loan NN O O
processor NN O O
. . O O
. . O O

o NN O O
Additionally RB O O
format NN O O
which WDT O O
had VBD O O
previously RB O O
been VBN O O
acceptable JJ O O
for IN O O
files NNS O O
was VBD O O
no RB O O
. . O O
were VBD O O
not RB O O
given VBN O O
explanation NN O O
discrepancy NN O O
. . O O

were VBD O O
not RB O O
given VBN O O
closing NN O O
instructions NNS O O
. . O O
When WRB O O
reached VBD O O
for IN O O
admitted VBN O O
at IN O O
hour NN O O
did VBD O O
receive VB O O
response NN O O
is VBZ O O
out IN O O
of IN O O
line NN O O
with IN O O
prior JJ O O
behavior NN O O
as IN O O
had VBD O O
previously RB O O
received VBN O O
prompt JJ O O
communication NN O O
even RB O O
outside IN O O
normal JJ O O
business NN O O
hours NNS O O
. . O O

o IN O O
response NN O O
from IN O O
lender NN O O
was VBD O O
given VBN O O
business NN O O
day NN O O
after IN O O
closing NN O O
. . O O
should MD O O
be VB O O
noted VBN O O
that IN O O
did VBD O O
not RB O O
include VB O O
of IN O O
requested VBN O O
information NN O O
. . O O

loan NN O O
was VBD O O
not RB O O
approved VBN O O
prior RB O O
day NN O O
of IN O O
closing NN O O
in IN O O
actuality NN O O
had VBD O O
wait VB O O
for IN O O
application NN O O
be VB O O
documents NNS O O
prepared JJ O O
sent VBD O O
agent NN O O
. . O O
. . O O

o RB O O
While IN O O
are VBP O O
not RB O O
sure JJ O O
of IN O O
industry NN O O
standard NN O O
for IN O O
loan NN O O
approvals NNS O O
preparation NN O O
documents NNS O O
mortgages NNS O O
does VBZ O O
seem VB O O
unreasonable JJ O O
expect VB O O
that IN O O
process NN O O
should MD O O
be VB O O
completed VBN O O
well RB O O
prior RB O O
day NN O O
closing NN O O
. . O O
. . O O

o NN O O
caused VBD O O
significant JJ O O
amount NN O O
of IN O O
personal JJ O O
stress NN O O
as IN O O
closing NN O O
agent NN O O
could MD O O
not RB O O
give VB O O
expected JJ O O
timeline NN O O
. . O O
were VBD O O
left VBN O O
unaware NN O O
if IN O O
going VBG O O
be VB O O
able JJ O O
close VB O O
on IN O O
scheduled VBN O O
date NN O O
would MD O O
need VB O O
rescheduled VBN O O
. . O O

is VBZ O O
significant JJ O O
as IN O O
had VBD O O
already RB O O
made VBN O O
arrangements NNS O O
for IN O O
moving VBG O O
process NN O O
including VBG O O
cancelling VBG O O
lease NN O O
with IN O O
prior JJ O O
residence NN O O
booking VBG O O
prepaying VBG O O
equipment NN O O
taking VBG O O
time NN O O
off IN O O
from IN O O
work NN O O
day NN O O
of IN O O
closing VBG O O
. . O O
. . O O

received VBD O O
formal JJ O O
loan NN O O
denial NN O O
after IN O O
closing NN O O
with IN O O
denial JJ O O
letters NNS O O
being VBG O O
sent VBN O O
on IN O O
XX/XX/XXXX NN O O
. . O O
Given VBN O O
that IN O O
XX/XX/XXXX NNP O O
was VBD O O
holiday NN O O
seems VBZ O O
likely JJ O O
were VBD O O
so RB O O
as IN O O
not RB O O
be VB O O
received VBN O O
until IN O O
. . O O

o IN O O
letters NNS O O
were VBD O O
dated VBN O O
XX/XX/XXXX NNP O O
which WDT O O
means VBZ O O
that IN O O
held VBN O O
back RB O O
for IN O O
well RB O O
over IN O O
month NN O O
. . O O
While IN O O
are VBP O O
not RB O O
sure JJ O O
on IN O O
required JJ O O
disclosure NN O O
timelines NNS O O
consumer NN O O
loans NNS O O
have VBP O O
been VBN O O
informed VBN O O
is VBZ O O
often RB O O
days NNS O O
from IN O O
decision NN O O
date NN O O
delivery NN O O
falls VBZ O O
outside IN O O
of IN O O
window NN O O
. . O O

Spoke NNP O O
w VBD O O
XXXX NNP O O
XX/XX/19 NNP O O
cat NN O O
at IN O O
TransUnion NNP O O
. . O O
Refused VBD O O
remove VB O O
unauthorized JJ O O
inquiries NNS O O
from IN O O
. . O O

would MD O O
like VB O O
request VB O O
suppression NN O O
of IN O O
following JJ O O
items NNS O O
from IN O O
credit NN O O
report NN O O
which WDT O O
are VBP O O
result NN O O
falling VBG O O
victim NN O O
identity NN O O
theft NN O O
. . O O
information NN O O
does VBZ O O
not RB O O
relate VB O O
[ VB O O
transactions NNS O O
that IN O O
have VBP O O
made/accounts NNS O O
opened VBN O O
] NNP O O
as IN O O
attached JJ O O
supporting VBG O O
documentation NN O O
can MD O O
attest VB O O
such JJ O O
should MD O O
be VB O O
blocked VBN O O
appearing VBG O O
on IN O O
pursuant NN O O
section NN O O
Fair NNP O O
Credit NNP O O
Reporting NNP O O
Act NNP O O
. . O O

Accounts VBZ O O
added VBD O O
and/or NN O O
created VBN O O
unbeknownst NN O O
Notice NNP O O
whom WP O O
be VB O O
of IN O O
concern NN O O
is VBZ O O
YOU JJ O O
hold VBP O O
accountable JJ O O
accuse NN O O
complicity NN O O
in IN O O
exercise NN O O
malevolent NN O O
didcompliance NN O O
. . O O
hereby VBP O O
mark RB O O
as IN O O
likely JJ O O
that WDT O O
might MD O O
day NN O O
view NN O O
civil JJ O O
discord NN O O
would MD O O
plaintiffs NNS O O
yet RB O O
declare VBP O O
unjust JJ O O
claim NN O O
met VBN O O
with IN O O
deliberate NN O O
determined VBD O O
resistance NN O O
counteraction NN O O
clarity NN O O
that IN O O
Claim NN O O
NonMedical JJ O O
debt NN O O
Collection NNP O O
insufficient JJ O O
for IN O O
collections NNS O O
much RB O O
reporting VBG O O
MUST VBP O O
DELETE VB O O
unjust JJ O O
injurious JJ O O
allegation NN O O
because IN O O
significantly RB O O
deficient NN O O
requisite JJ O O
certified VBD O O
compliance NN O O
such JJ O O
perfect JJ O O
metro NN O O
format NN O O
reporting NN O O
testimonial JJ O O
evidence NN O O
PHYSICALLY NNP O O
VERIFIABLE NNP O O
PROOF NNP O O
OF NNP O O
VALIDATION NNP O O
related VBN O O
full JJ O O
truth NN O O
accuracy NN O O
completeness NN O O
timeliness NN O O
ownership NN O O
identity NN O O
TRUE JJ O O
debtor NN O O
dates NNS O O
balances NNS O O
audits NNS O O
calculations NNS O O
source NN O O
codes NNS O O
creditor NN O O
collection NN O O
code NN O O
426chrc DIL O MSK
P6 NNP O O
statement NN O O
associated JJ O O
trailing NN O O
fragments NNS O O
minimal JJ O O
portioned VBN O O
personal JJ O O
identifiers NNS O O
pay NN O O
statuses NNS O O
required JJ O O
386pieces NNS O O
confirmation NN O O
elsewise VB O O
standard NN O O
mandatory NN O O
proper JJ O O
reporting NN O O
mentioned VBD O O
not RB O O
. . O O

Although IN O O
am VBP O O
checking VBG O O
for IN O O
addressing VBG O O
missing VBG O O
deficient JJ O O
aspects NNS O O
of IN O O
REPORTING NN O O
COMPLIANCES NNP O O
not RB O O
contesting VBG O O
debt NN O O
compliant JJ O O
nature NN O O
should MD O O
make VB O O
aware VB O O
that IN O O
since IN O O
unlawful JJ O O
reporting NN O O
transitions NNS O O
collection NN O O
into IN O O
equally RB O O
complaint JJ O O
circumstance NN O O
. . O O
Being NNP O O
still RB O O
yet RB O O
validated VBN O O
by IN O O
document NN O O
fact NN O O
in IN O O
compliance NN O O
requisite VB O O
standards NNS O O
is VBZ O O
be VB O O
announced VBN O O
again RB O O
legally RB O O
have VBP O O
knowledge NN O O
validity NN O O
alleged JJ O O
claims NNS O O
delinquency NN O O
derogatory JJ O O
certifiably NN O O
matter NN O O
attempts NNS O O
despite IN O O
previous JJ O O
consumer NN O O
filed VBD O O
composed JJ O O
complaints NNS O O
Might VBD O O
known VBN O O
especially RB O O
shall MD O O
elect VBP O O
take VB O O
up RB O O
civil JJ O O
court NN O O
claim NN O O
must MD O O
pursued VBN O O
particularly RB O O
very RB O O
defined JJ O O
precisely RB O O
compliant JJ O O
physically RB O O
verifiable JJ O O
certifiable JJ O O
manner NN O O
as IN O O
detailed VBN O O
requisite JJ O O
obeyed JJ O O
federal JJ O O
state NN O O
regulations NNS O O
associated VBN O O
with IN O O
above NN O O
noted VBD O O
said VBD O O
claim NN O O
include VB O O
limited JJ O O
FCBA NNP O O
FCRA NNP O O
HIPAA NNP O O
PRIVACY NNP O O
RULE NNP O O
FACTA NNP O O
FDCPA NNP O O
TCPA NNP O O
ADDITIONALLY NNP O O
if IN O O
entity NN O O
acts VBZ O O
collector NN O O
also RB O O
elects VBZ O O
act VB O O
reporting VBG O O
party NN O O
consumer NN O O
credit NN O O
as RB O O
well RB O O
adhere RB O O
single JJ O O
even RB O O
regulatory JJ O O
requisites NNS O O
legal JJ O O
standing NN O O
full JJ O O
accordance NN O O
laws NNS O O
accepted VBD O O
date NN O O
plaintiff NN O O
has VBZ O O
failed VBN O O
demonstrate VB O O
capacity NN O O
willingness NN O O
validate VB O O
alleged JJ O O
much RB O O
certify VB O O
fair NN O O
accurate NN O O
complete JJ O O
being VBG O O
significantly RB O O
deficient NN O O
display NN O O
certified JJ O O
metro NN O O
such JJ O O
given VBN O O
fact NN O O
recent JJ O O
breaches NNS O O
information NN O O
repositories NNS O O
hesitating VBG O O
readily RB O O
accept VB O O
what WP O O
presented VBN O O
without IN O O
testimonial JJ O O
certified VBD O O
verifiable JJ O O
document NN O O
evidence NN O O
legitimate JJ O O
deny VBP O O
nothing NN O O
reserve VBP O O
right NN O O
question VB O O
unproven JJ O O
do VBP O O
statement NN O O
call VBP O O
reject VB O O
untrue JJ O O
unverified JJ O O
incomplete JJ O O
otherwise RB O O
invalid JJ O O
thereby RB O O
rejectable JJ O O
dischargeable JJ O O
which WDT O O
requirement NN O O
dismissed VBN O O
full JJ O O
demand VBP O O
court NN O O
resolution NN O O
today NN O O
here RB O O
now RB O O
accords NNS O O
regulatory JJ O O
statutes NNS O O
mentioned VBN O O
. . O O

date NN O O
have VBP O O
received VBN O O
knowledge NN O O
of IN O O
ever RB O O
entering VBG O O
into IN O O
contractual JJ O O
relationship NN O O
with IN O O
tobe NN O O
plaintiff NN O O
should MD O O
forward RB O O
civil JJ O O
complaint NN O O
entity NN O O
ies NNS O O
that WDT O O
allegedly RB O O
issued VBD O O
against IN O O
defaulted JJ O O
line NN O O
credit NN O O
s JJ O O
accusations NNS O O
similar JJ O O
. . O O
despite IN O O
repeated VBN O O
calls NNS O O
accusers NNS O O
demonstrate VB O O
requisite NN O O
presented VBN O O
physically RB O O
verifiable JJ O O
document NN O O
proof NN O O
adequately RB O O
acquired VBN O O
permissible JJ O O
purpose NN O O
from IN O O
exactly RB O O
only RB O O
individual JJ O O
irrefutably RB O O
identified VBN O O
as IN O O
being VBG O O
acknowledgement NN O O
parties NNS O O
mentioned VBN O O
in IN O O
form NN O O
. . O O

have VBP O O
knowledge NN O O
of IN O O
ever RB O O
knowingly RB O O
acknowledging VBG O O
even RB O O
unknowingly RB O O
doing VBG O O
so RB O O
that IN O O
owe VBP O O
proven NN O O
compliantly RB O O
reported VBD O O
debt NN O O
much RB O O
less JJR O O
claim NN O O
unproven JJ O O
debt NN O O
alleged VBN O O
in IN O O
written VBN O O
declaration NN O O
CHECKING NNP O O
for IN O O
not RB O O
only RB O O
VALIDITY NNP O O
CLAIMS NNP O O
also RB O O
DOCUMENT NNP O O
PROOF NNP O O
IN NNP O O
CERTIFIABLE NNP O O
TESTIMONY NNP O O
as IN O O
factual JJ O O
complete JJ O O
COMPLIANCE NNP O O
standards NNS O O
laws NNS O O
mandatory JJ O O
Metro NNP O O
Format NNP O O
. . O O
obvious JJ O O
allegations NNS O O
filed VBN O O
by IN O O
accusers NNS O O
tobe VB O O
plaintiff NN O O
are VBP O O
clear JJ O O
subterfuge NN O O
act NN O O
be VB O O
willful JJ O O
disregard NN O O
ethical JJ O O
practices NNS O O
done VBN O O
ignorance NN O O
requisite JJ O O
regulatory JJ O O
compliant JJ O O
behavior NN O O
during IN O O
accusations NNS O O
collection NN O O
efforts NNS O O
credit NN O O
reporting NN O O
claims NNS O O
vile JJ O O
nature NN O O
derelict NN O O
is VBZ O O
unjustly RB O O
injurious JJ O O
unlawful JJ O O
doubt NN O O
again RB O O
call VBP O O
dismissal NN O O
tobe NN O O
plaintiffs NNS O O
statement NN O O
claim NN O O
s NN O O
discharge NN O O
misreported JJ O O
delinquencies NNS O O
derogatory JJ O O
complaint NN O O
undeniably RB O O
unfairly RB O O
lodged VBN O O
versus IN O O
. . O O

have VBP O O
knowledge NN O O
of IN O O
ever RB O O
receiving VBG O O
proven NN O O
document NN O O
facts NNS O O
in IN O O
statement NN O O
account NN O O
aspects NNS O O
for IN O O
items NNS O O
alleged JJ O O
debt NN O O
delinquent JJ O O
actions NNS O O
. . O O
Again NNP O O
reiterate VBP O O
called VBN O O
on IN O O
accusers NNS O O
present VB O O
be VB O O
document JJ O O
certifiably RB O O
TRUE JJ O O
correct JJ O O
complete JJ O O
adequately RB O O
compliant JJ O O
documentation NN O O
full JJ O O
validation NN O O
claims NNS O O
rights NNS O O
collect VB O O
alleged JJ O O
report VB O O
Let VB O O
COMPLIANCE NNP O O
regulatory JJ O O
requisites NNS O O
is VBZ O O
MANDATORY NNP O O
not RB O O
OPTIONAL NNP O O
Plaintiffs NNP O O
are VBP O O
mute NN O O
legal JJ O O
standing NN O O
accordance NN O O
law NN O O
must MD O O
dismissed VBN O O
. . O O

have VBP O O
knowledge NN O O
of IN O O
ever RB O O
entering VBG O O
into IN O O
open JJ O O
account NN O O
with IN O O
tobe NN O O
Plaintiff NNP O O
s NN O O
entity NN O O
ies NNS O O
that WDT O O
allegedly RB O O
issued VBD O O
defaulted JJ O O
line NN O O
credit NN O O
s JJ O O
derogatory JJ O O
claims NNS O O
. . O O
. . O O

FACT NNP O O
IS NNP O O
claim NN O O
above IN O O
has VBZ O O
even RB O O
submitted VBN O O
adequate JJ O O
compliant NN O O
proof NN O O
of IN O O
genesis NN O O
consumer/creditor NN O O
relationship NN O O
inability NN O O
prove VB O O
application NN O O
permissible JJ O O
purpose NN O O
for IN O O
said VBD O O
alleged VBN O O
consumer/creditor NN O O
agreement NN O O
in IN O O
contract NN O O
describing VBG O O
relationship NN O O
related VBN O O
alleged JJ O O
account NN O O
debt NN O O
otherwise RB O O
derelict JJ O O
documentation NN O O
claim NN O O
inherently RB O O
makes VBZ O O
invalid JJ O O
tobe NN O O
Plaintiffs NNP O O
whole JJ O O
statement NN O O
summons NNS O O
complaint NN O O
. . O O
request VBP O O
court NN O O
resolve VB O O
adequately RB O O
compliantly RB O O
as IN O O
required VBN O O
with IN O O
immediate JJ O O
eradication NN O O
charge NN O O
s JJ O O
rectification NN O O
injurious JJ O O
collection NN O O
reporting NN O O
practices NNS O O
Again NNP O O
COMPLIANCE NNP O O
APPROPRIATE NNP O O
COLLECTION NNP O O
PRACTICES NNP O O
equally RB O O
COMPLETE NNP O O
REPORTING NNP O O
is VBZ O O
MANDATORY NNP O O
NOT NNP O O
OPTIONAL NNP O O
. . O O

As IN O O
stands VBZ O O
until IN O O
PROVEN NNP O O
OTHERWISE NNP O O
complaining VBG O O
tobe NN O O
Plaintiff NNP O O
does VBZ O O
so RB O O
unjustly RB O O
unethically RB O O
likely RB O O
illegally RB O O
in IN O O
absolute JJ O O
deficiency NN O O
of IN O O
requisite JJ O O
legal JJ O O
standing NN O O
full JJ O O
accordance NN O O
applicable JJ O O
laws NNS O O
mentioned VBN O O
not RB O O
collection NN O O
practices NNS O O
as RB O O
well RB O O
with IN O O
reporting NN O O
particularly RB O O
inability NN O O
unwillingness NN O O
timely RB O O
fully RB O O
certify VB O O
physically RB O O
verifiable JJ O O
document NN O O
proof NN O O
validity NN O O
debt NN O O
claim NN O O
compliance NN O O
even RB O O
mandatory JJ O O
Metro NNP O O
format NN O O
. . O O
such JJ O O
here RB O O
again RB O O
declare VBP O O
right NN O O
preference NN O O
stand VB O O
against IN O O
claims NNS O O
tobe NN O O
s NN O O
call VB O O
on IN O O
authority NN O O
INTEGRITY NNP O O
ensure VB O O
truth NN O O
correctness NN O O
completeness NN O O
ownership NN O O
responsibility NN O O
debt NN O O
s JJ O O
delinquencies NNS O O
alleged VBN O O
above RB O O
noted VBN O O
perfect JJ O O
proveable JJ O O
compliance NN O O
actions NNS O O
related VBN O O
reporting VBG O O
.. NN O O
. . O O

credit NN O O
bureaus NN O O
are VBP O O
reporting VBG O O
inaccurate/outdated/incomplete JJ O O
personal JJ O O
information NN O O
. . O O
correct JJ O O
Name NNP O O
is VBZ O O
Aston NNP O O
Martin NNP O O
DL NNP O O
y1590625 DIL O MSK
SSN NNP O O
used VBD O O
should MD O O
be VB O O
98700321 DIL O MSK
. . O O

have VBP O O
been VBN O O
trying VBG O O
get VB O O
Private NNP O O
Mortgage NNP O O
Insurance NNP O O
Removed VBD O O
from IN O O
mortgage NN O O
since IN O O
XX/XX/XXXX NN O O
when WRB O O
dropped VBD O O
below IN O O
% NN O O
loan NN O O
value NN O O
. . O O
Last JJ O O
year NN O O
was VBD O O
sold VBN O O
PNC NNP O O
Under IN O O
"4485 0435 5890 7768" CRE O MSK
Ditech NNP O O
account VBP O O
"4999 5883 2880 5824" CRE O MSK
reached VBD O O
via IN O O
email NN O O
after IN O O
being VBG O O
told VBD O O
do VB O O
so RB O O
phone NN O O
representative NN O O
request NN O O
remove VB O O
PMI NNP O O
on IN O O
received VBD O O
response NN O O
at IN O O
even RB O O
checked VBD O O
junk NN O O
box NN O O
nothing NN O O
there RB O O
My NNP O O
papers NNS O O
that IN O O
signed VBD O O
state NN O O
Automatic NNP O O
Termination NNP O O
of IN O O
states VBZ O O
once RB O O
is VBZ O O
will MD O O
automatically RB O O
terminate VB O O
attached VBN O O
document NN O O
again RB O O
today NN O O
make VB O O
request NN O O
told VBN O O
initially RB O O
send VB O O
already RB O O
sent VBD O O
too RB O O
asked VBD O O
speak VB O O
with IN O O
supervisor NN O O
put VBN O O
hold NN O O
for IN O O
about IN O O
minutes NNS O O
finally RB O O
spoke VBD O O
must MD O O
be VB O O
policy NN O O
reading VBG O O
do VBP O O
n't RB O O
have VB O O
file NN O O
XXXX NNP O O
link NN O O
form NN O O
did VBD O O
just RB O O
told VB O O
'll MD O O
hearing VBG O O
in IN O O
business NN O O
days NNS O O
Given VBN O O
past JJ O O
history NN O O
highly RB O O
doubt VBP O O
hear VB O O
mention NN O O
ask VB O O
why WRB O O
were VBD O O
staying VBG O O
compliant VB O O
homeowners NNS O O
protection NN O O
act NN O O
said VBD O O
understand NN O O
act NN O O
requires VBZ O O
companies NNS O O
drop VB O O
loans NNS O O
are VBP O O
